userId,itemId,rating
157,113,4.0
158,114,5.0
159,97,5.0
160,35,5.0
161,115,1.0
162,116,1.0
163,79,5.0
164,31,4.0
165,85,5.0
166,54,3.0
167,117,2.0
168,24,4.0
169,54,5.0
170,118,5.0
171,119,1.0
172,120,4.0
173,51,4.0
174,41,5.0
175,91,3.0
176,30,2.0
177,29,4.0
178,121,5.0
179,122,3.0
180,91,4.0
181,11,4.0
182,123,3.0
183,23,5.0
184,124,4.0
185,125,4.0
186,126,4.0
187,127,4.0
188,128,4.0
189,28,2.0
190,27,4.0
191,129,4.0
192,79,4.0
193,99,5.0
194,23,5.0
195,91,4.0
196,68,5.0
197,130,4.0
198,30,5.0
199,14,4.0
200,131,4.0
61,132,5.0
201,133,1.0
202,134,4.0
203,135,5.0
204,51,5.0
205,30,5.0
206,126,4.0
207,136,4.0
208,137,1.0
209,138,5.0
210,53,5.0
211,139,5.0
212,140,4.0
213,141,1.0
214,11,4.0
215,142,4.0
216,143,1.0
217,144,4.0
218,145,3.0
219,146,5.0
202,147,4.0
220,148,3.0
221,91,5.0
222,80,2.0
223,149,5.0
224,35,5.0
225,65,5.0
226,68,5.0
227,59,5.0
228,150,4.0
229,27,5.0
230,69,4.0
231,16,5.0
105,151,4.0
232,65,5.0
233,152,5.0
234,55,3.0
154,153,3.0
235,1,4.0
236,13,3.0
237,34,1.0
238,5,5.0
239,154,4.0
240,97,5.0
241,155,1.0
242,45,4.0
243,156,5.0
244,97,4.0
245,88,4.0
246,11,4.0
247,157,4.0
248,158,1.0
249,10,3.0
250,159,4.0
251,49,4.0
252,160,4.0
253,11,3.0
254,161,2.0
255,162,5.0
256,56,4.0
257,163,4.0
258,23,4.0
259,0,4.0
260,5,5.0
261,97,4.0
262,164,4.0
263,22,3.0
264,38,5.0
265,90,5.0
266,97,5.0
267,121,4.0
268,96,2.0
269,66,5.0
270,135,5.0
271,26,3.0
272,165,1.0
273,166,5.0
274,106,3.0
275,90,4.0
276,164,3.0
277,167,2.0
278,91,5.0
279,76,4.0
280,122,5.0
281,62,3.0
282,45,1.0
283,14,3.0
284,51,3.0
285,13,5.0
286,68,5.0
287,168,4.0
288,70,5.0
289,38,1.0
290,11,5.0
291,51,3.0
292,54,2.0
293,27,5.0
294,24,5.0
295,169,2.0
296,150,4.0
297,170,4.0
247,145,4.0
298,85,4.0
299,135,3.0
300,171,5.0
301,172,3.0
302,11,5.0
303,169,1.0
304,158,4.0
305,173,2.0
306,174,5.0
307,11,4.0
308,91,1.0
309,11,4.0
310,116,5.0
311,175,1.0
202,125,4.0
266,141,3.0
312,176,3.0
313,160,3.0
314,152,4.0
315,10,4.0
316,65,5.0
317,11,1.0
318,155,2.0
319,177,5.0
320,178,1.0
321,179,5.0
322,27,5.0
323,11,5.0
324,58,4.0
325,14,5.0
326,5,3.0
327,180,4.0
202,145,4.0
328,181,2.0
329,182,5.0
330,183,1.0
331,13,5.0
332,173,5.0
333,184,3.0
334,185,1.0
335,186,5.0
336,117,1.0
337,87,5.0
338,187,3.0
339,27,3.0
340,27,4.0
341,111,5.0
342,188,2.0
343,0,2.0
344,104,2.0
345,120,3.0
346,47,4.0
347,11,5.0
348,40,4.0
349,189,5.0
350,98,4.0
351,190,5.0
352,49,4.0
353,0,4.0
354,33,4.0
355,5,5.0
356,51,5.0
357,126,4.0
358,23,5.0
359,38,5.0
360,191,2.0
361,82,4.0
362,51,4.0
363,77,4.0
364,192,1.0
365,5,1.0
366,130,4.0
367,30,3.0
193,10,2.0
368,73,1.0
202,188,4.0
369,193,4.0
370,194,4.0
371,78,5.0
217,195,4.0
372,65,5.0
373,45,3.0
374,179,5.0
375,196,1.0
376,197,5.0
377,173,5.0
378,198,4.0
379,11,5.0
380,55,5.0
381,126,3.0
382,90,5.0
383,199,1.0
384,70,5.0
385,36,3.0
386,49,4.0
387,11,5.0
388,13,4.0
389,129,4.0
390,151,2.0
391,200,3.0
392,201,3.0
393,202,4.0
139,203,3.0
394,11,4.0
395,91,5.0
169,35,2.0
396,5,4.0
397,135,4.0
398,72,5.0
399,72,3.0
400,3,5.0
401,65,5.0
402,187,5.0
403,97,2.0
404,198,4.0
405,11,4.0
406,23,4.0
407,204,5.0
408,104,5.0
409,50,4.0
410,85,4.0
411,205,4.0
412,11,5.0
413,88,5.0
414,206,1.0
415,207,1.0
305,97,5.0
416,208,5.0
417,188,1.0
418,209,1.0
419,210,5.0
18,164,5.0
420,145,4.0
421,27,5.0
422,211,5.0
423,194,4.0
424,154,3.0
425,107,4.0
426,85,5.0
427,212,5.0
428,10,2.0
429,62,4.0
430,30,5.0
431,199,4.0
134,2,5.0
432,141,2.0
433,149,1.0
364,213,3.0
434,79,5.0
435,68,5.0
436,2,5.0
437,191,4.0
438,214,5.0
439,62,5.0
440,30,5.0
441,89,4.0
442,179,3.0
443,24,5.0
444,215,3.0
445,56,3.0
446,37,4.0
447,216,1.0
448,24,5.0
449,112,4.0
450,153,4.0
451,65,3.0
452,51,4.0
453,200,2.0
454,23,5.0
455,97,4.0
456,217,1.0
457,113,2.0
458,45,4.0
459,73,1.0
460,11,5.0
461,20,5.0
462,35,3.0
463,182,5.0
464,113,4.0
465,32,5.0
466,2,5.0
467,30,5.0
468,197,5.0
469,218,5.0
470,14,5.0
471,121,4.0
472,31,5.0
473,219,5.0
474,220,4.0
475,221,4.0
476,143,2.0
9,222,4.0
477,127,3.0
478,32,5.0
479,1,5.0
480,11,5.0
481,223,5.0
482,35,2.0
483,27,4.0
484,38,5.0
485,30,4.0
486,35,5.0
487,11,5.0
488,224,4.0
489,2,5.0
490,225,3.0
491,169,4.0
463,187,4.0
169,71,2.0
492,11,5.0
493,11,1.0
494,3,2.0
495,153,3.0
496,17,4.0
497,23,4.0
498,5,5.0
499,226,1.0
500,54,3.0
501,109,5.0
502,188,5.0
503,121,5.0
504,227,4.0
505,51,5.0
506,165,5.0
507,24,4.0
508,38,5.0
509,14,5.0
510,5,5.0
511,124,4.0
512,65,5.0
463,228,3.0
513,18,3.0
514,229,4.0
515,15,4.0
516,133,5.0
517,11,2.0
518,210,5.0
519,194,4.0
520,33,5.0
521,230,5.0
522,5,5.0
523,157,4.0
524,72,5.0
525,231,4.0
526,161,3.0
527,126,1.0
172,29,3.0
528,186,5.0
529,70,2.0
530,11,5.0
531,32,4.0
532,15,4.0
533,79,4.0
534,213,4.0
535,232,5.0
536,55,4.0
537,65,5.0
538,40,5.0
539,49,5.0
540,137,5.0
541,233,5.0
542,234,5.0
543,28,4.0
544,6,4.0
545,62,4.0
546,151,5.0
547,30,5.0
548,184,4.0
549,24,5.0
550,143,5.0
551,37,4.0
552,80,3.0
553,98,3.0
554,11,2.0
220,43,4.0
555,77,3.0
556,235,4.0
557,226,4.0
558,19,5.0
202,236,5.0
559,237,4.0
560,61,4.0
561,204,4.0
562,79,2.0
563,7,5.0
564,135,5.0
565,238,4.0
566,12,2.0
567,5,5.0
568,239,4.0
569,51,5.0
570,82,2.0
571,24,4.0
572,240,5.0
573,9,5.0
574,206,4.0
575,11,5.0
576,151,1.0
577,195,4.0
578,224,3.0
579,201,1.0
580,241,5.0
581,77,3.0
582,242,5.0
583,11,4.0
584,243,1.0
585,65,4.0
586,37,4.0
587,98,4.0
588,76,4.0
589,244,2.0
590,11,4.0
591,245,1.0
592,182,5.0
593,199,5.0
434,182,3.0
594,31,5.0
595,83,4.0
596,11,5.0
597,246,3.0
598,11,5.0
599,14,5.0
600,247,4.0
601,248,4.0
602,73,3.0
603,249,1.0
604,95,1.0
231,250,5.0
605,251,4.0
606,204,3.0
607,252,5.0
608,253,1.0
609,161,1.0
610,91,4.0
611,11,4.0
612,254,3.0
613,45,3.0
611,56,4.0
614,255,3.0
615,256,5.0
616,11,5.0
617,129,3.0
618,91,5.0
619,87,4.0
620,122,4.0
621,70,4.0
622,148,4.0
623,35,4.0
624,59,4.0
625,244,3.0
626,51,5.0
576,257,4.0
627,97,5.0
628,212,5.0
629,27,5.0
630,72,5.0
631,73,3.0
632,258,4.0
633,15,2.0
634,18,5.0
635,152,4.0
636,38,1.0
637,166,4.0
638,259,4.0
639,260,1.0
640,47,4.0
641,122,3.0
642,261,3.0
643,262,3.0
644,153,5.0
645,72,4.0
646,107,5.0
647,51,5.0
648,24,5.0
433,263,1.0
649,54,4.0
650,54,4.0
651,2,5.0
94,91,3.0
116,150,4.0
652,48,4.0
653,204,4.0
654,12,5.0
655,14,3.0
656,65,5.0
657,65,4.0
172,100,3.0
658,87,4.0
659,140,5.0
660,125,5.0
661,162,4.0
172,77,4.0
662,50,5.0
663,28,4.0
664,53,5.0
665,264,4.0
666,265,4.0
667,55,5.0
668,24,5.0
669,126,4.0
670,266,5.0
671,76,1.0
672,158,4.0
673,97,5.0
674,267,4.0
675,11,4.0
676,235,1.0
39,80,4.0
677,21,5.0
678,65,5.0
679,193,5.0
680,152,3.0
108,268,3.0
681,11,2.0
59,9,4.0
682,72,3.0
683,269,2.0
684,257,5.0
377,270,4.0
685,5,3.0
453,107,4.0
686,21,4.0
687,271,2.0
688,11,4.0
689,198,2.0
690,272,5.0
691,203,5.0
692,273,3.0
693,91,1.0
694,179,4.0
695,152,5.0
696,198,5.0
697,241,3.0
698,274,5.0
699,182,5.0
700,72,5.0
701,121,5.0
702,47,3.0
703,275,5.0
704,210,5.0
705,78,5.0
706,65,5.0
94,97,5.0
707,276,5.0
708,164,5.0
709,61,4.0
710,27,5.0
711,277,5.0
712,278,1.0
713,279,5.0
714,280,4.0
715,11,5.0
716,281,5.0
717,189,3.0
718,36,5.0
719,151,3.0
720,141,3.0
721,5,4.0
722,35,5.0
723,36,5.0
724,282,5.0
725,197,4.0
377,283,4.0
726,49,4.0
727,108,4.0
728,246,5.0
729,284,2.0
730,202,4.0
731,192,2.0
732,11,4.0
733,88,4.0
734,172,1.0
463,277,4.0
735,285,1.0
736,11,1.0
737,37,2.0
738,11,3.0
739,152,4.0
740,286,4.0
741,14,4.0
742,287,5.0
743,10,2.0
744,30,4.0
745,270,5.0
746,54,1.0
747,245,3.0
748,11,4.0
749,104,5.0
750,94,4.0
751,87,2.0
556,27,3.0
752,23,5.0
753,27,5.0
754,288,3.0
755,70,4.0
756,89,4.0
757,11,5.0
758,267,5.0
759,190,5.0
760,289,3.0
761,189,3.0
762,290,4.0
763,191,4.0
764,27,1.0
765,11,4.0
766,291,4.0
767,164,5.0
768,292,3.0
433,11,1.0
769,293,1.0
268,32,4.0
770,180,3.0
771,280,1.0
772,51,3.0
773,27,5.0
774,104,5.0
775,10,3.0
776,294,5.0
777,11,3.0
778,85,5.0
760,29,4.0
779,32,4.0
780,35,4.0
781,62,4.0
782,244,3.0
783,127,3.0
784,70,1.0
785,43,5.0
786,27,5.0
91,202,3.0
787,122,5.0
534,33,5.0
788,11,4.0
789,125,5.0
790,11,4.0
791,16,4.0
792,295,5.0
793,15,5.0
794,30,5.0
795,40,2.0
796,65,4.0
797,11,4.0
798,49,3.0
799,127,2.0
800,296,5.0
801,166,4.0
802,258,3.0
803,6,4.0
804,231,4.0
805,293,4.0
806,297,5.0
747,191,3.0
807,12,4.0
808,87,4.0
809,38,5.0
810,184,5.0
811,98,1.0
812,241,4.0
813,151,5.0
814,174,5.0
815,32,4.0
816,298,5.0
817,299,3.0
818,300,5.0
819,299,4.0
820,11,5.0
821,11,5.0
268,142,5.0
822,301,5.0
823,43,5.0
824,164,3.0
825,62,5.0
826,287,4.0
827,36,4.0
828,5,2.0
829,182,5.0
830,177,5.0
831,9,4.0
832,27,4.0
833,78,5.0
834,127,4.0
835,51,5.0
836,3,4.0
837,52,5.0
838,11,4.0
839,302,5.0
840,212,5.0
841,86,5.0
842,82,2.0
843,258,5.0
844,120,4.0
845,244,5.0
846,303,1.0
847,45,1.0
848,304,4.0
849,98,1.0
850,65,2.0
851,158,3.0
528,305,4.0
852,45,1.0
853,306,4.0
854,16,5.0
855,0,3.0
856,31,4.0
857,19,5.0
552,307,5.0
858,27,4.0
859,247,3.0
860,49,5.0
861,88,5.0
862,24,5.0
863,150,4.0
864,77,4.0
865,167,2.0
866,220,4.0
867,213,3.0
28,191,4.0
868,83,4.0
869,308,5.0
870,4,5.0
871,5,2.0
872,309,5.0
873,59,5.0
874,23,5.0
875,121,5.0
876,310,5.0
877,311,5.0
878,5,4.0
879,257,5.0
880,267,5.0
881,16,5.0
882,143,3.0
883,167,4.0
884,64,1.0
885,154,4.0
721,76,4.0
886,77,5.0
887,87,5.0
888,312,2.0
889,30,3.0
890,39,2.0
891,148,4.0
892,203,2.0
893,99,3.0
894,28,3.0
895,283,1.0
896,85,1.0
897,91,4.0
898,116,5.0
899,27,5.0
900,231,3.0
901,14,3.0
902,38,4.0
903,105,4.0
904,0,2.0
905,5,4.0
906,179,5.0
907,233,3.0
908,194,4.0
909,46,3.0
910,313,5.0
911,128,5.0
912,36,5.0
913,53,4.0
914,87,4.0
915,247,4.0
916,209,5.0
917,314,4.0
918,27,4.0
919,166,4.0
920,16,5.0
921,315,5.0
922,61,4.0
923,98,4.0
924,87,5.0
925,316,4.0
926,317,5.0
927,310,2.0
928,11,5.0
652,318,4.0
929,97,5.0
930,125,5.0
931,79,4.0
932,65,5.0
933,288,3.0
934,305,4.0
935,319,4.0
936,241,5.0
937,175,4.0
938,11,3.0
939,231,5.0
940,320,5.0
100,29,5.0
941,193,5.0
942,52,5.0
943,1,5.0
944,321,3.0
945,315,5.0
946,13,4.0
947,141,5.0
948,322,4.0
949,36,5.0
950,191,5.0
951,11,4.0
952,79,5.0
953,95,4.0
954,195,5.0
955,11,2.0
956,2,5.0
679,2,5.0
957,179,5.0
958,11,4.0
959,62,4.0
960,210,5.0
961,0,1.0
962,153,5.0
963,58,4.0
964,323,4.0
965,11,5.0
610,58,2.0
966,324,3.0
967,325,4.0
968,243,4.0
969,307,5.0
970,293,1.0
971,326,5.0
972,62,4.0
973,5,4.0
974,327,4.0
236,2,2.0
975,174,5.0
139,11,4.0
976,15,5.0
977,40,1.0
434,121,3.0
978,177,4.0
979,10,4.0
980,58,5.0
981,153,5.0
982,328,5.0
983,11,4.0
984,70,4.0
482,129,4.0
985,110,4.0
986,5,4.0
987,104,4.0
988,19,4.0
989,72,5.0
990,155,4.0
991,27,5.0
992,277,2.0
490,198,2.0
993,91,4.0
994,204,5.0
995,329,5.0
996,27,4.0
118,126,3.0
997,121,4.0
998,210,5.0
999,330,5.0
1000,331,3.0
580,332,4.0
474,27,5.0
1001,135,5.0
1002,3,4.0
1003,145,4.0
1004,56,2.0
1005,24,5.0
1006,54,3.0
1007,170,1.0
1008,333,5.0
1009,334,5.0
1010,54,4.0
84,335,4.0
234,143,1.0
1011,265,1.0
1012,72,3.0
1013,215,2.0
1014,4,1.0
1015,11,3.0
1016,198,5.0
1017,140,5.0
1018,285,1.0
1019,37,1.0
1020,107,5.0
377,68,4.0
1021,194,4.0
1022,267,5.0
1023,336,1.0
1024,203,3.0
1025,68,5.0
377,116,4.0
1026,27,2.0
1027,54,5.0
88,337,4.0
1028,141,5.0
17,16,1.0
1029,151,4.0
65,338,4.0
1030,87,3.0
1031,5,4.0
1032,71,5.0
1033,11,5.0
1034,121,5.0
1035,5,5.0
1036,4,4.0
1037,5,5.0
1038,184,4.0
1039,127,3.0
1040,323,5.0
1041,79,3.0
199,339,4.0
1042,151,4.0
1043,2,5.0
1044,245,1.0
1045,89,5.0
1046,176,4.0
1047,10,1.0
1048,166,5.0
1049,11,4.0
599,178,3.0
1050,30,5.0
1051,182,5.0
1052,152,5.0
465,244,4.0
1053,201,3.0
1054,210,5.0
1055,5,5.0
1056,144,4.0
1057,340,4.0
1058,238,4.0
534,23,5.0
1059,7,5.0
1060,6,2.0
1061,77,2.0
1062,0,1.0
1063,11,3.0
1064,2,5.0
1065,176,5.0
1066,322,3.0
1067,341,4.0
1068,131,5.0
1069,235,5.0
1070,108,4.0
1071,5,5.0
1072,32,5.0
1073,342,4.0
1074,215,4.0
1075,167,4.0
1076,124,5.0
1077,24,5.0
514,11,4.0
1078,87,3.0
1079,170,4.0
1080,30,5.0
1081,41,4.0
1082,13,4.0
1083,295,5.0
1084,307,5.0
91,98,2.0
354,232,4.0
1004,152,4.0
161,64,4.0
1085,153,5.0
1086,157,4.0
1087,204,5.0
1088,5,4.0
1089,83,4.0
1090,30,5.0
1091,343,4.0
1092,297,5.0
1093,82,3.0
1094,77,4.0
1095,10,1.0
1096,40,4.0
1097,77,3.0
1098,11,5.0
1099,2,4.0
1100,98,5.0
1101,280,4.0
1102,62,5.0
1103,344,5.0
1104,313,5.0
1105,174,5.0
96,341,2.0
1106,33,4.0
1107,23,4.0
504,345,4.0
1108,340,5.0
327,98,3.0
1109,243,1.0
1110,94,5.0
1111,30,5.0
1112,33,5.0
268,203,4.0
1113,76,4.0
1114,70,2.0
1115,280,4.0
1116,175,4.0
1117,20,5.0
1118,54,5.0
1119,182,3.0
1079,111,4.0
78,58,4.0
1120,176,5.0
1121,279,4.0
1122,83,1.0
1123,98,4.0
1124,70,5.0
1125,24,5.0
1126,14,4.0
1127,54,3.0
1128,179,4.0
1129,259,1.0
1130,71,3.0
1131,15,2.0
782,346,4.0
1132,231,4.0
1133,178,5.0
679,46,5.0
1134,158,5.0
1135,15,5.0
1136,11,1.0
1137,86,3.0
1138,347,4.0
1139,348,4.0
1140,199,5.0
1141,108,5.0
1142,55,5.0
1143,294,4.0
1144,150,4.0
1145,89,5.0
1146,204,5.0
1147,169,5.0
1148,341,4.0
1149,349,4.0
1150,73,2.0
1151,226,5.0
1152,5,4.0
1153,129,5.0
1154,350,4.0
1155,177,5.0
1156,351,3.0
1157,72,4.0
1158,91,5.0
1159,295,5.0
1160,32,4.0
1161,141,5.0
1162,264,5.0
1163,68,4.0
1164,185,4.0
1165,198,4.0
1166,11,4.0
1167,90,5.0
1168,188,5.0
1169,141,1.0
1170,65,4.0
1171,129,5.0
1172,33,4.0
1173,247,4.0
1174,187,1.0
1175,352,1.0
43,112,4.0
1176,79,5.0
1177,280,3.0
1178,67,4.0
893,198,2.0
1179,27,5.0
1180,89,5.0
1181,24,5.0
1182,83,5.0
1183,353,5.0
1184,61,4.0
1185,27,5.0
1186,280,4.0
995,318,4.0
1187,32,5.0
1060,177,5.0
1188,354,1.0
1189,273,1.0
1190,0,3.0
1191,355,5.0
1192,356,1.0
1193,212,3.0
709,68,4.0
1194,67,5.0
1195,319,5.0
1196,357,4.0
782,346,4.0
1197,68,5.0
1198,358,3.0
1199,80,2.0
1200,258,5.0
1201,359,1.0
1202,11,3.0
1203,6,5.0
1204,360,5.0
1205,13,4.0
1206,65,4.0
1207,11,4.0
1208,191,4.0
1209,334,5.0
1210,5,2.0
1211,32,5.0
1212,39,2.0
1213,298,5.0
1214,361,5.0
1215,78,5.0
1216,362,5.0
1217,65,4.0
1218,131,1.0
1219,363,5.0
1220,364,5.0
1221,365,3.0
1222,154,2.0
1223,241,5.0
1224,176,1.0
1225,196,4.0
1226,147,4.0
679,13,5.0
1227,51,5.0
1228,77,5.0
1229,366,1.0
1230,61,4.0
1231,293,1.0
1232,55,5.0
1233,179,5.0
1234,206,4.0
1235,30,5.0
1236,216,1.0
1237,35,1.0
1238,11,4.0
1239,231,5.0
1240,367,4.0
1241,108,4.0
1242,368,4.0
1243,11,4.0
29,32,3.0
413,247,2.0
1244,58,5.0
1245,227,5.0
1246,188,4.0
1247,5,5.0
1248,38,5.0
1249,176,1.0
742,369,5.0
1250,203,4.0
1251,40,4.0
1252,31,5.0
1253,74,1.0
1254,54,2.0
1255,3,4.0
396,135,4.0
1256,370,5.0
1257,371,5.0
1258,15,4.0
1259,299,5.0
1260,51,2.0
1261,126,3.0
1262,65,5.0
1263,59,4.0
1264,268,4.0
1265,11,5.0
1266,155,5.0
1267,116,5.0
382,91,4.0
1268,16,5.0
1269,54,5.0
1270,148,4.0
1271,98,2.0
1272,372,1.0
1273,39,1.0
1274,245,4.0
1275,23,5.0
1276,30,5.0
1277,36,3.0
1278,199,1.0
1279,72,5.0
1280,5,4.0
1281,56,5.0
1282,36,5.0
1283,298,4.0
1284,70,4.0
1285,12,1.0
1286,373,3.0
1287,160,5.0
1288,29,5.0
1289,280,4.0
1290,194,2.0
1291,204,5.0
1292,374,1.0
992,76,4.0
1293,69,4.0
1294,47,5.0
1295,158,4.0
736,129,4.0
1296,375,4.0
1297,140,5.0
1298,376,2.0
441,377,4.0
1299,40,2.0
1300,378,4.0
1301,11,5.0
1302,59,5.0
1052,186,5.0
28,150,4.0
1303,179,3.0
490,126,3.0
1304,12,2.0
1305,186,4.0
1306,0,1.0
61,144,5.0
1307,315,5.0
1308,11,5.0
1309,20,5.0
1310,201,2.0
1311,298,5.0
1312,295,4.0
879,257,5.0
1144,89,5.0
1313,379,4.0
1314,380,1.0
234,32,4.0
1315,381,3.0
1316,257,2.0
1317,119,5.0
1318,6,5.0
1319,5,4.0
172,87,4.0
1320,5,4.0
1321,187,4.0
1322,122,3.0
1323,5,4.0
1324,29,5.0
1325,382,4.0
1326,38,5.0
1327,51,4.0
1328,213,4.0
1329,374,3.0
1330,91,3.0
681,190,2.0
1331,11,3.0
1332,188,3.0
1333,271,4.0
1334,249,2.0
1335,13,5.0
434,154,2.0
1336,70,5.0
1337,11,5.0
1338,113,3.0
1339,23,5.0
1340,264,2.0
1341,11,4.0
1342,65,5.0
1343,383,5.0
1344,79,3.0
1345,277,5.0
1346,304,3.0
266,5,4.0
1347,30,5.0
1348,61,4.0
1349,125,3.0
1350,245,4.0
1351,80,5.0
1352,186,5.0
348,188,4.0
1353,40,5.0
1354,14,5.0
1355,267,1.0
1356,65,5.0
1357,95,1.0
1358,52,5.0
1359,98,5.0
1360,360,5.0
1361,27,5.0
1362,384,5.0
1363,28,5.0
1364,280,4.0
1365,24,4.0
1366,233,4.0
709,155,3.0
1367,30,5.0
1368,19,5.0
1369,156,2.0
1370,385,3.0
1371,11,4.0
1372,1,5.0
1373,186,4.0
1374,97,5.0
1375,219,4.0
39,180,3.0
1376,246,3.0
1377,191,3.0
1378,386,5.0
1379,147,5.0
1380,112,5.0
1381,166,3.0
1382,233,4.0
1383,292,3.0
959,151,4.0
1384,62,4.0
1385,35,4.0
1386,182,3.0
1387,387,5.0
1388,6,3.0
1389,187,1.0
1390,65,5.0
1391,126,1.0
1392,191,4.0
1160,143,2.0
1393,388,5.0
1394,11,4.0
1395,159,5.0
1396,243,2.0
1397,77,4.0
172,35,4.0
1398,389,5.0
1399,11,5.0
1015,6,4.0
17,390,4.0
1400,280,2.0
1401,97,5.0
1402,23,5.0
1403,391,5.0
1404,363,5.0
1193,54,4.0
1405,303,5.0
1406,23,5.0
1407,121,3.0
1408,288,4.0
1409,267,5.0
1410,162,5.0
1411,36,5.0
1412,35,5.0
760,151,4.0
1413,115,5.0
1414,11,4.0
1415,129,1.0
1416,38,3.0
1060,104,5.0
1417,342,4.0
1418,2,4.0
679,35,5.0
1419,40,1.0
1420,392,5.0
1421,210,5.0
1422,49,1.0
1423,38,4.0
1424,267,5.0
1425,278,1.0
1426,191,3.0
1427,11,4.0
1428,393,4.0
1429,369,3.0
1430,45,1.0
1431,228,1.0
1432,77,5.0
296,72,3.0
1433,83,5.0
1434,199,4.0
1435,128,5.0
1436,77,3.0
1437,27,5.0
1438,5,5.0
1439,298,5.0
1440,307,5.0
1441,304,5.0
1442,191,4.0
1443,11,3.0
1444,35,5.0
1445,153,4.0
1446,12,3.0
1447,199,5.0
1448,174,5.0
1449,2,5.0
305,232,5.0
1450,82,1.0
1451,65,5.0
1452,148,3.0
1453,224,4.0
291,129,2.0
1454,141,5.0
1455,24,5.0
1456,186,5.0
1457,320,1.0
1458,144,3.0
1459,108,5.0
727,16,5.0
1460,184,5.0
1461,23,5.0
681,394,2.0
1462,203,5.0
825,41,4.0
1463,191,5.0
1464,11,4.0
1465,244,5.0
1466,53,4.0
910,347,5.0
1467,18,4.0
1002,395,4.0
1468,322,5.0
952,127,3.0
1469,13,5.0
1470,293,4.0
1240,122,4.0
1471,233,3.0
148,154,2.0
1472,287,3.0
1473,295,1.0
1474,152,4.0
1475,98,5.0
1476,27,5.0
1477,10,4.0
1478,135,4.0
1479,151,5.0
1480,13,5.0
1481,35,5.0
1482,396,1.0
1460,155,3.0
593,280,4.0
1483,23,3.0
1484,58,5.0
1485,97,3.0
1486,91,2.0
1487,17,5.0
1488,62,5.0
1400,131,4.0
1489,24,5.0
1490,65,5.0
1491,397,5.0
1492,313,5.0
1493,70,3.0
1494,166,1.0
1495,177,5.0
1496,38,5.0
1497,271,4.0
1498,398,2.0
514,399,4.0
1499,11,3.0
1500,244,1.0
94,162,5.0
1501,11,5.0
1502,24,5.0
1503,316,5.0
1504,24,5.0
1505,400,5.0
1506,88,4.0
1507,41,5.0
1508,99,5.0
679,280,5.0
1509,79,5.0
1510,353,3.0
1511,282,5.0
1512,5,5.0
818,38,4.0
1513,238,3.0
332,51,5.0
65,401,5.0
1009,294,5.0
1514,42,5.0
1515,10,4.0
1516,304,5.0
1517,12,4.0
1518,204,4.0
1519,342,5.0
643,35,4.0
1520,98,5.0
1521,178,4.0
1522,23,5.0
1523,318,4.0
1524,37,4.0
1525,126,5.0
